Time [s],Time [h],Current [A],Voltage [V],Cycle,Step
0.0,0.0,0.0,2.1474786912578594,0.0,0.0
60.0,0.016666666666666666,0.0,2.148512046940586,0.0,0.0
120.0,0.03333333333333333,0.0,2.1494220917414433,0.0,0.0
180.0,0.05,0.0,2.150212846274866,0.0,0.0
240.0,0.06666666666666667,0.0,2.1509064053523197,0.0,0.0
300.0,0.08333333333333333,0.0,2.1515010533557044,0.0,0.0
360.0,0.1,0.0,2.152021739466362,0.0,0.0
420.0,0.11666666666666667,0.0,2.1524644400466757,0.0,0.0
480.0,0.13333333333333333,0.0,2.152852237383001,0.0,0.0
540.0,0.15,0.0,2.1531799541219345,0.0,0.0
600.0,0.16666666666666666,0.0,2.1534466433287767,0.0,0.0
660.0,0.18333333333333332,0.0,2.1536840054770927,0.0,0.0
720.0,0.2,0.0,2.1538921648968286,0.0,0.0
780.0,0.21666666666666667,0.0,2.154074121866209,0.0,0.0
840.0,0.23333333333333334,0.0,2.154232634043387,0.0,0.0
900.0,0.25,0.0,2.154372380436601,0.0,0.0
960.0,0.26666666666666666,0.0,2.1544907609643054,0.0,0.0
1020.0,0.2833333333333333,0.0,2.1545941149270575,0.0,0.0
1080.0,0.3,0.0,2.1546813148751314,0.0,0.0
1140.0,0.31666666666666665,0.0,2.1547514934757315,0.0,0.0
1200.0,0.3333333333333333,0.0,2.1548137014260007,0.0,0.0
1260.0,0.35,0.0,2.154869513153807,0.0,0.0
1320.0,0.36666666666666664,0.0,2.1549184161084347,0.0,0.0
1380.0,0.38333333333333336,0.0,2.15496140442987,0.0,0.0
1440.0,0.4,0.0,2.155000827506643,0.0,0.0
1500.0,0.4166666666666667,0.0,2.1550349401787754,0.0,0.0
1560.0,0.43333333333333335,0.0,2.1550637430955875,0.0,0.0
1620.0,0.45,0.0,2.155087236805315,0.0,0.0
1680.0,0.4666666666666667,0.0,2.1551052688658907,0.0,0.0
1740.0,0.48333333333333334,0.0,2.1551211277424014,0.0,0.0
1800.0,0.5,0.0,2.1551355120468902,0.0,0.0
1860.0,0.5166666666666667,0.0,2.155148383071667,0.0,0.0
1920.0,0.5333333333333333,0.0,2.155159718554015,0.0,0.0
1980.0,0.55,0.0,2.1551695413218246,0.0,0.0
2040.0,0.5666666666666667,0.0,2.1551780482221,0.0,0.0
2100.0,0.5833333333333334,0.0,2.1551855024329676,0.0,0.0
2160.0,0.6,0.0,2.1551917461018046,0.0,0.0
2220.0,0.6166666666666667,0.0,2.1551966549726833,0.0,0.0
2280.0,0.6333333333333333,0.0,2.1552009605496725,0.0,0.0
2340.0,0.65,0.0,2.1552048718640275,0.0,0.0
2400.0,0.6666666666666666,0.0,2.1552084024489435,0.0,0.0
2460.0,0.6833333333333333,0.0,2.1552115990577567,0.0,0.0
2520.0,0.7,0.0,2.1552144235369397,0.0,0.0
2580.0,0.7166666666666667,0.0,2.155216875890261,0.0,0.0
2640.0,0.7333333333333333,0.0,2.1552189561209936,0.0,0.0
2700.0,0.75,0.0,2.155220664231914,0.0,0.0
2760.0,0.7666666666666667,0.0,2.155221798137568,0.0,0.0
