,Step_Time(s),Time(h),Current(A),Voltage(V),Cycle,Step_Index,Discharge_Capacity(Ah),Charge_Capacity(Ah)
70,4200.0,1.1666666666666667,0.0,3.156812634131361,0.0,1.0,0.0,-0.0
71,4260.0,1.1833333333333331,0.0,3.156812417173096,0.0,1.0,0.0,-0.0
72,4320.0,1.2,0.0,3.1568122002145222,0.0,1.0,0.0,-0.0
73,4380.0,1.2166666666666666,0.0,3.156811979342236,0.0,1.0,0.0,-0.0
74,4440.0,1.2333333333333334,0.0,3.1568117568142933,0.0,1.0,0.0,-0.0
75,4500.0,1.25,0.0,3.156811534286027,0.0,1.0,0.0,-0.0
76,4560.0,1.2666666666666666,0.0,3.156811310858917,0.0,1.0,0.0,-0.0
77,4620.0,1.2833333333333334,0.0,3.156811084327331,0.0,1.0,0.0,-0.0
78,4680.0,1.3,0.0,3.156810857795411,0.0,1.0,0.0,-0.0
79,4740.0,1.3166666666666669,0.0,3.1568106312631574,0.0,1.0,0.0,-0.0
80,4800.0,1.3333333333333333,0.0,3.1568104047305683,0.0,1.0,0.0,-0.0
81,4860.0,1.35,0.0,3.1568101781976456,0.0,1.0,0.0,-0.0
82,4920.0,1.3666666666666667,0.0,3.1568099503574247,0.0,1.0,0.0,-0.0
83,4980.0,1.3833333333333333,0.0,3.156809721964053,0.0,1.0,0.0,-0.0
84,5040.0,1.4,0.0,3.156809493570341,0.0,1.0,0.0,-0.0
85,5100.0,1.4166666666666667,0.0,3.1568092648763777,0.0,1.0,0.0,-0.0
86,5160.0,1.4333333333333331,0.0,3.156809035145961,0.0,1.0,0.0,-0.0
87,5220.0,1.45,0.0,3.1568088054152006,0.0,1.0,0.0,-0.0
88,5280.0,1.4666666666666666,0.0,3.156808575684095,0.0,1.0,0.0,-0.0
89,5340.0,1.4833333333333334,0.0,3.1568083459526477,0.0,1.0,0.0,-0.0
90,5400.0,1.5,0.0,3.1568081162208554,0.0,1.0,0.0,-0.0
91,5460.0,1.5166666666666666,0.0,3.1568078860527367,0.0,1.0,0.0,-0.0
92,5520.0,1.5333333333333334,0.0,3.156807655699887,0.0,1.0,0.0,-0.0
93,5580.0,1.55,0.0,3.156807425346692,0.0,1.0,0.0,-0.0
94,5640.0,1.5666666666666669,0.0,3.1568071948932745,0.0,1.0,0.0,-0.0
95,5700.0,1.5833333333333333,0.0,3.156806964094464,0.0,1.0,0.0,-0.0
96,5760.0,1.6,0.0,3.1568067332953054,0.0,1.0,0.0,-0.0
97,5820.0,1.6166666666666667,0.0,3.156806502495801,0.0,1.0,0.0,-0.0
98,5880.0,1.6333333333333333,0.0,3.156806271695949,0.0,1.0,0.0,-0.0
99,5940.0,1.65,0.0,3.1568060408957503,0.0,1.0,0.0,-0.0
100,6000.0,1.6666666666666667,0.0,3.1568058099502734,0.0,1.0,0.0,-0.0
101,6060.0,1.6833333333333331,0.0,3.156805578943178,0.0,1.0,0.0,-0.0
102,6120.0,1.7,0.0,3.156805347935736,0.0,1.0,0.0,-0.0
103,6180.0,1.7166666666666666,0.0,3.156805116894913,0.0,1.0,0.0,-0.0
104,6240.0,1.7333333333333334,0.0,3.1568048857396267,0.0,1.0,0.0,-0.0
105,6300.0,1.75,0.0,3.156804654583991,0.0,1.0,0.0,-0.0
106,6360.0,1.7666666666666666,0.0,3.1568044234280084,0.0,1.0,0.0,-0.0
107,6420.0,1.7833333333333334,0.0,3.1568041922716774,0.0,1.0,0.0,-0.0
108,6480.0,1.8,0.0,3.1568039611149974,0.0,1.0,0.0,-0.0
109,6540.0,1.8166666666666669,0.0,3.1568037299102985,0.0,1.0,0.0,-0.0
110,6600.0,1.8333333333333333,0.0,3.156803498685122,0.0,1.0,0.0,-0.0
111,6660.0,1.85,0.0,3.1568032674595967,0.0,1.0,0.0,-0.0
112,6720.0,1.8666666666666667,0.0,3.156803036223029,0.0,1.0,0.0,-0.0
113,6780.0,1.8833333333333333,0.0,3.156802804949164,0.0,1.0,0.0,-0.0
114,6840.0,1.9,0.0,3.156802573674951,0.0,1.0,0.0,-0.0
115,6900.0,1.9166666666666667,0.0,3.1568023424003893,0.0,1.0,0.0,-0.0
116,6960.0,1.9333333333333331,0.0,3.15680211112548,0.0,1.0,0.0,-0.0
117,7020.0,1.95,0.0,3.1568018798502213,0.0,1.0,0.0,-0.0
118,7080.0,1.9666666666666663,0.0,3.156801648561314,0.0,1.0,0.0,-0.0
119,7140.0,1.9833333333333332,0.0,3.1568014172666548,0.0,1.0,0.0,-0.0
120,7200.0,2.0,0.0,3.156801185971648,0.0,1.0,0.0,-0.0
121,7200.000000001,2.000000000000278,-0.1666666666666666,3.1746750173113325,0.0,2.0,0.0,0.0027777777777777657
122,7260.0,2.0166666666666666,-0.1666666666666666,3.233342240870101,0.0,2.0,0.0,0.0055555555555555315
123,7320.0,2.033333333333333,-0.1666666666666666,3.257893150800328,0.0,2.0,0.0,0.008333333333333297
124,7380.0,2.05,-0.1666666666666666,3.276307428073418,0.0,2.0,0.0,0.011111111111111063
125,7440.0,2.066666666666667,-0.1666666666666666,3.291729590771696,0.0,2.0,0.0,0.01388888888888883
126,7500.0,2.083333333333333,-0.1666666666666666,3.3053124732826187,0.0,2.0,0.0,0.016666666666666594
127,7560.0,2.1,-0.1666666666666666,3.317604799071443,0.0,2.0,0.0,0.01944444444444436
128,7620.0,2.1166666666666667,-0.1666666666666666,3.3289270875370134,0.0,2.0,0.0,0.022222222222222126
129,7680.0,2.1333333333333333,-0.1666666666666666,3.3394760088864426,0.0,2.0,0.0,0.02499999999999989
130,7740.0,2.15,-0.1666666666666666,3.349385874405652,0.0,2.0,0.0,0.027777777777777655
131,7800.0,2.1666666666666665,-0.1666666666666666,3.358752949602932,0.0,2.0,0.0,0.03055555555555542
132,7860.0,2.183333333333333,-0.1666666666666666,3.367642217166284,0.0,2.0,0.0,0.03333333333333318
133,7920.0,2.2,-0.1666666666666666,3.376125083517362,0.0,2.0,0.0,0.03611111111111095
134,7980.0,2.216666666666667,-0.1666666666666666,3.384236184932947,0.0,2.0,0.0,0.038888888888888716
135,8040.0,2.2333333333333334,-0.1666666666666666,3.39200961927348,0.0,2.0,0.0,0.04166666666666648
136,8100.0,2.25,-0.1666666666666666,3.39947521467919,0.0,2.0,0.0,0.044444444444444245
137,8160.0,2.2666666666666666,-0.1666666666666666,3.40665337076914,0.0,2.0,0.0,0.047222222222222006
138,8220.0,2.283333333333333,-0.1666666666666666,3.413564805441756,0.0,2.0,0.0,0.049999999999999774
139,8280.0,2.3,-0.1666666666666666,3.4202272160509715,0.0,2.0,0.0,0.052777777777777535
140,8340.0,2.316666666666667,-0.1666666666666666,3.4266563893068995,0.0,2.0,0.0,0.0555555555555553
141,8400.0,2.333333333333333,-0.1666666666666666,3.432861151323777,0.0,2.0,0.0,0.058333333333333064
142,8460.0,2.35,-0.1666666666666666,3.438860223767773,0.0,2.0,0.0,0.06111111111111083
143,8520.0,2.3666666666666667,-0.1666666666666666,3.444660412794446,0.0,2.0,0.0,0.06388888888888859
144,8580.0,2.3833333333333333,-0.1666666666666666,3.450271201908509,0.0,2.0,0.0,0.06666666666666636
145,8640.0,2.4,-0.1666666666666666,3.4556979485494965,0.0,2.0,0.0,0.06944444444444413
146,8700.0,2.4166666666666665,-0.1666666666666666,3.4609494637644063,0.0,2.0,0.0,0.0722222222222219
147,8760.0,2.433333333333333,-0.1666666666666666,3.4660312204513564,0.0,2.0,0.0,0.07499999999999968
148,8820.0,2.45,-0.1666666666666666,3.4709501218127263,0.0,2.0,0.0,0.07777777777777745
149,8880.0,2.466666666666667,-0.1666666666666666,3.4757111413214075,0.0,2.0,0.0,0.08055555555555521
150,8940.0,2.4833333333333334,-0.1666666666666666,3.480319402461816,0.0,2.0,0.0,0.08333333333333298
151,9000.0,2.5,-0.1666666666666666,3.4847827109420244,0.0,2.0,0.0,0.08611111111111076
152,9060.0,2.5166666666666666,-0.1666666666666666,3.4891053377134047,0.0,2.0,0.0,0.08888888888888853
153,9120.0,2.533333333333333,-0.1666666666666666,3.4932919135765643,0.0,2.0,0.0,0.0916666666666663
154,9180.0,2.55,-0.1666666666666666,3.497346593536719,0.0,2.0,0.0,0.09444444444444408
155,9240.0,2.566666666666667,-0.1666666666666666,3.501273629606276,0.0,2.0,0.0,0.09722222222222185
156,9300.0,2.583333333333333,-0.1666666666666666,3.505077364329574,0.0,2.0,0.0,0.09999999999999962
157,9360.0,2.6,-0.1666666666666666,3.50876146256111,0.0,2.0,0.0,0.10277777777777738
158,9420.0,2.6166666666666667,-0.1666666666666666,3.512330107844288,0.0,2.0,0.0,0.10555555555555517
159,9480.0,2.6333333333333333,-0.1666666666666666,3.5157867476573053,0.0,2.0,0.0,0.10833333333333293
160,9540.0,2.65,-0.1666666666666666,3.5191357082171844,0.0,2.0,0.0,0.1111111111111107
161,9600.0,2.6666666666666665,-0.1666666666666666,3.5223805973914364,0.0,2.0,0.0,0.11388888888888847
162,9660.0,2.683333333333333,-0.1666666666666666,3.5255247708708173,0.0,2.0,0.0,0.11666666666666625
163,9720.0,2.7,-0.1666666666666666,3.5285715656386185,0.0,2.0,0.0,0.11944444444444402
164,9780.0,2.716666666666667,-0.1666666666666666,3.531524410525284,0.0,2.0,0.0,0.12222222222222179
165,9840.0,2.7333333333333334,-0.1666666666666666,3.5343864029681527,0.0,2.0,0.0,0.12499999999999957
166,9900.0,2.75,-0.1666666666666666,3.537160615763618,0.0,2.0,0.0,0.12777777777777732
167,9960.0,2.7666666666666666,-0.1666666666666666,3.539850074026843,0.0,2.0,0.0,0.13055555555555512
168,10020.0,2.783333333333333,-0.1666666666666666,3.542457724362043,0.0,2.0,0.0,0.13333333333333286
169,10080.0,2.8,-0.1666666666666666,3.544986610561822,0.0,2.0,0.0,0.13611111111111063
170,10140.0,2.816666666666667,-0.1666666666666666,3.5474395548595976,0.0,2.0,0.0,0.13888888888888837
171,10200.0,2.833333333333333,-0.1666666666666666,3.5498192702489155,0.0,2.0,0.0,0.14166666666666614
172,10260.0,2.85,-0.1666666666666666,3.5521283995033563,0.0,2.0,0.0,0.1444444444444439
173,10320.0,2.8666666666666667,-0.1666666666666666,3.5543695096424544,0.0,2.0,0.0,0.14722222222222164
174,10380.0,2.8833333333333333,-0.1666666666666666,3.5565450983178537,0.0,2.0,0.0,0.1499999999999994
175,10440.0,2.9,-0.1666666666666666,3.558657605894775,0.0,2.0,0.0,0.15277777777777715
176,10500.0,2.9166666666666665,-0.1666666666666666,3.560709390490265,0.0,2.0,0.0,0.15555555555555492
177,10560.0,2.933333333333333,-0.1666666666666666,3.5627027124180617,0.0,2.0,0.0,0.1583333333333327
178,10620.0,2.95,-0.1666666666666666,3.564639836908298,0.0,2.0,0.0,0.16111111111111043
179,10680.0,2.966666666666667,-0.1666666666666666,3.5665229329249555,0.0,2.0,0.0,0.1638888888888882
180,10740.0,2.9833333333333334,-0.1666666666666666,3.568354076051405,0.0,2.0,0.0,0.16666666666666594
181,10800.0,3.0,-0.1666666666666666,3.5701352663522115,0.0,2.0,0.0,0.1694444444444437
182,10860.0,3.0166666666666666,-0.1666666666666666,3.5718684930523543,0.0,2.0,0.0,0.17222222222222147
183,10920.0,3.033333333333333,-0.1666666666666666,3.573555651848857,0.0,2.0,0.0,0.1749999999999992
184,10980.0,3.05,-0.1666666666666666,3.575198578061939,0.0,2.0,0.0,0.17777777777777698
185,11040.0,3.066666666666667,-0.1666666666666666,3.576799047940308,0.0,2.0,0.0,0.18055555555555472
186,11100.0,3.083333333333333,-0.1666666666666666,3.578358769553424,0.0,2.0,0.0,0.1833333333333325
187,11160.0,3.1,-0.1666666666666666,3.579879411824166,0.0,2.0,0.0,0.18611111111111026
188,11220.0,3.1166666666666667,-0.1666666666666666,3.581362586279309,0.0,2.0,0.0,0.188888888888888
189,11280.0,3.1333333333333333,-0.1666666666666666,3.58280984420381,0.0,2.0,0.0,0.19166666666666576
190,11340.0,3.15,-0.1666666666666666,3.5842226819387792,0.0,2.0,0.0,0.1944444444444435
191,11400.0,3.1666666666666665,-0.1666666666666666,3.5856025566671788,0.0,2.0,0.0,0.19722222222222127
192,11460.0,3.183333333333333,-0.1666666666666666,3.5869508687456606,0.0,2.0,0.0,0.19999999999999904
193,11520.0,3.2,-0.1666666666666666,3.588268970254082,0.0,2.0,0.0,0.20277777777777678
194,11580.0,3.216666666666667,-0.1666666666666666,3.589558166325192,0.0,2.0,0.0,0.20555555555555455
195,11640.0,3.2333333333333334,-0.1666666666666666,3.590819714197539,0.0,2.0,0.0,0.2083333333333323
196,11700.0,3.25,-0.1666666666666666,3.5920548305114552,0.0,2.0,0.0,0.21111111111111006
197,11760.0,3.2666666666666666,-0.1666666666666666,3.5932646883333765,0.0,2.0,0.0,0.21388888888888782
198,11820.0,3.283333333333333,-0.1666666666666666,3.5944504176156578,0.0,2.0,0.0,0.21666666666666556
199,11880.0,3.3,-0.1666666666666666,3.5956131072879027,0.0,2.0,0.0,0.21944444444444333
200,11940.0,3.316666666666667,-0.1666666666666666,3.596753809008142,0.0,2.0,0.0,0.22222222222222107
201,12000.0,3.333333333333333,-0.1666666666666666,3.597873535023556,0.0,2.0,0.0,0.22499999999999884
202,12060.0,3.35,-0.1666666666666666,3.598973260592821,0.0,2.0,0.0,0.2277777777777766
203,12120.0,3.3666666666666667,-0.1666666666666666,3.6000539251250943,0.0,2.0,0.0,0.23055555555555435
204,12180.0,3.3833333333333333,-0.1666666666666666,3.601116433014308,0.0,2.0,0.0,0.23333333333333212
205,12240.0,3.4,-0.1666666666666666,3.6021616554722278,0.0,2.0,0.0,0.23611111111110986
206,12300.0,3.4166666666666665,-0.1666666666666666,3.603190431032278,0.0,2.0,0.0,0.23888888888888762
207,12360.0,3.433333333333333,-0.1666666666666666,3.604203566602215,0.0,2.0,0.0,0.2416666666666654
208,12420.0,3.45,-0.1666666666666666,3.605201838587504,0.0,2.0,0.0,0.24444444444444313
209,12480.0,3.466666666666667,-0.1666666666666666,3.606185993578612,0.0,2.0,0.0,0.2472222222222209
210,12540.0,3.4833333333333334,-0.1666666666666666,3.607156749678592,0.0,2.0,0.0,0.24999999999999864
211,12600.0,3.5,-0.1666666666666666,3.608114797283603,0.0,2.0,0.0,0.25277777777777644
212,12660.0,3.5166666666666666,-0.1666666666666666,3.609060799978735,0.0,2.0,0.0,0.25555555555555415
213,12720.0,3.533333333333333,-0.1666666666666666,3.6099953955965223,0.0,2.0,0.0,0.2583333333333319
214,12780.0,3.55,-0.1666666666666666,3.6109191965763614,0.0,2.0,0.0,0.2611111111111097
215,12840.0,3.566666666666667,-0.1666666666666666,3.611832791088202,0.0,2.0,0.0,0.26388888888888745
216,12900.0,3.583333333333333,-0.1666666666666666,3.612736744032023,0.0,2.0,0.0,0.2666666666666652
217,12960.0,3.6,-0.1666666666666666,3.6136315977571343,0.0,2.0,0.0,0.269444444444443
218,13020.0,3.6166666666666663,-0.1666666666666666,3.61451787189549,0.0,2.0,0.0,0.27222222222222076
219,13080.0,3.633333333333333,-0.1666666666666666,3.615396065258736,0.0,2.0,0.0,0.2749999999999986
220,13140.0,3.65,-0.1666666666666666,3.616266656092313,0.0,2.0,0.0,0.27777777777777635
221,13200.0,3.6666666666666665,-0.1666666666666666,3.617130102747965,0.0,2.0,0.0,0.2805555555555541
222,13260.0,3.683333333333333,-0.1666666666666666,3.61798684462126,0.0,2.0,0.0,0.28333333333333194
223,13320.0,3.7,-0.1666666666666666,3.618837302041964,0.0,2.0,0.0,0.2861111111111097
224,13380.0,3.716666666666667,-0.1666666666666666,3.6196818773633375,0.0,2.0,0.0,0.2888888888888875
225,13440.0,3.733333333333333,-0.1666666666666666,3.6205209557908096,0.0,2.0,0.0,0.2916666666666653
226,13500.0,3.75,-0.1666666666666666,3.621354905870336,0.0,2.0,0.0,0.29444444444444307
227,13560.0,3.7666666666666666,-0.1666666666666666,3.622184079029247,0.0,2.0,0.0,0.29722222222222083
228,13620.0,3.783333333333333,-0.1666666666666666,3.6230088114030328,0.0,2.0,0.0,0.29999999999999866
229,13680.0,3.8,-0.1666666666666666,3.623829423863407,0.0,2.0,0.0,0.3027777777777764
230,13740.0,3.816666666666667,-0.1666666666666666,3.624646222512388,0.0,2.0,0.0,0.3055555555555542
231,13800.0,3.8333333333333335,-0.1666666666666666,3.625459499459184,0.0,2.0,0.0,0.308333333333332
232,13860.0,3.85,-0.1666666666666666,3.6262695325134144,0.0,2.0,0.0,0.3111111111111098
233,13920.0,3.8666666666666663,-0.1666666666666666,3.6270765861306,0.0,2.0,0.0,0.31388888888888755
234,13980.0,3.883333333333333,-0.1666666666666666,3.627880912084816,0.0,2.0,0.0,0.3166666666666654
235,14040.0,3.9,-0.1666666666666666,3.628682749804464,0.0,2.0,0.0,0.31944444444444314
236,14100.0,3.9166666666666665,-0.1666666666666666,3.6294823257762014,0.0,2.0,0.0,0.3222222222222209
237,14160.0,3.933333333333333,-0.1666666666666666,3.6302798552124056,0.0,2.0,0.0,0.32499999999999873
238,14220.0,3.95,-0.1666666666666666,3.631075541952333,0.0,2.0,0.0,0.3277777777777765
239,14280.0,3.966666666666667,-0.1666666666666666,3.631869578825656,0.0,2.0,0.0,0.33055555555555427
240,14340.0,3.983333333333333,-0.1666666666666666,3.632662148300089,0.0,2.0,0.0,0.3333333333333321
241,14400.0,4.0,-0.1666666666666666,3.63345342206558,0.0,2.0,0.0,0.33611111111110986
242,14460.0,4.016666666666667,-0.1666666666666666,3.634243561854149,0.0,2.0,0.0,0.33888888888888763
243,14520.0,4.033333333333333,-0.1666666666666666,3.635032719997705,0.0,2.0,0.0,0.34166666666666545
244,14580.0,4.05,-0.1666666666666666,3.635821039660861,0.0,2.0,0.0,0.3444444444444432
245,14640.0,4.066666666666666,-0.1666666666666666,3.636608654161885,0.0,2.0,0.0,0.347222222222221
246,14700.0,4.083333333333333,-0.1666666666666666,3.637395688513451,0.0,2.0,0.0,0.3499999999999988
247,14760.0,4.1,-0.1666666666666666,3.638182259242538,0.0,2.0,0.0,0.3527777777777766
248,14820.0,4.116666666666666,-0.1666666666666666,3.638968474664691,0.0,2.0,0.0,0.35555555555555435
249,14880.0,4.133333333333334,-0.1666666666666666,3.639754435442464,0.0,2.0,0.0,0.35833333333333217
250,14940.0,4.15,-0.1666666666666666,3.640540234099721,0.0,2.0,0.0,0.36111111111110994
251,15000.0,4.166666666666667,-0.1666666666666666,3.6413259557546462,0.0,2.0,0.0,0.3638888888888877
252,15060.0,4.183333333333334,-0.1666666666666666,3.642111678601126,0.0,2.0,0.0,0.36666666666666553
253,15120.0,4.2,-0.1666666666666666,3.642897474073739,0.0,2.0,0.0,0.3694444444444433
254,15180.0,4.216666666666667,-0.1666666666666666,3.643683406112917,0.0,2.0,0.0,0.37222222222222107
255,15240.0,4.233333333333333,-0.1666666666666666,3.644469532624497,0.0,2.0,0.0,0.3749999999999989
256,15300.0,4.25,-0.1666666666666666,3.645255905245946,0.0,2.0,0.0,0.37777777777777666
257,15360.0,4.266666666666667,-0.1666666666666666,3.646042569562705,0.0,2.0,0.0,0.3805555555555544
258,15420.0,4.283333333333333,-0.1666666666666666,3.646829565609464,0.0,2.0,0.0,0.38333333333333225
259,15480.0,4.3,-0.1666666666666666,3.6476169273380976,0.0,2.0,0.0,0.38611111111111
260,15540.0,4.316666666666666,-0.1666666666666666,3.648404683296052,0.0,2.0,0.0,0.3888888888888878
261,15600.0,4.333333333333333,-0.1666666666666666,3.649192857059232,0.0,2.0,0.0,0.3916666666666656
262,15660.0,4.35,-0.1666666666666666,3.64998146735317,0.0,2.0,0.0,0.3944444444444434
263,15720.0,4.366666666666666,-0.1666666666666666,3.650770527280765,0.0,2.0,0.0,0.39722222222222114
264,15780.0,4.383333333333334,-0.1666666666666666,3.651560045732956,0.0,2.0,0.0,0.39999999999999897
265,15840.0,4.4,-0.1666666666666666,3.652350027119376,0.0,2.0,0.0,0.40277777777777674
266,15900.0,4.416666666666667,-0.1666666666666666,3.6531404715476095,0.0,2.0,0.0,0.4055555555555545
267,15960.0,4.433333333333334,-0.1666666666666666,3.653931375287769,0.0,2.0,0.0,0.4083333333333323
268,16020.0,4.45,-0.1666666666666666,3.654722730210061,0.0,2.0,0.0,0.4111111111111101
269,16080.0,4.466666666666667,-0.1666666666666666,3.655514524428442,0.0,2.0,0.0,0.41388888888888786
270,16140.0,4.483333333333333,-0.1666666666666666,3.6563067427014704,0.0,2.0,0.0,0.4166666666666657
271,16200.0,4.5,-0.1666666666666666,3.6570993665239753,0.0,2.0,0.0,0.41944444444444345
272,16260.0,4.516666666666667,-0.1666666666666666,3.657892373331189,0.0,2.0,0.0,0.4222222222222212
273,16320.0,4.533333333333333,-0.1666666666666666,3.658685737875609,0.0,2.0,0.0,0.42499999999999905
274,16380.0,4.55,-0.1666666666666666,3.659479431933327,0.0,2.0,0.0,0.4277777777777768
275,16440.0,4.566666666666666,-0.1666666666666666,3.660273424457489,0.0,2.0,0.0,0.4305555555555546
276,16500.0,4.583333333333333,-0.1666666666666666,3.6610676820157337,0.0,2.0,0.0,0.4333333333333324
277,16560.0,4.6,-0.1666666666666666,3.661862168208308,0.0,2.0,0.0,0.4361111111111102
278,16620.0,4.616666666666666,-0.1666666666666666,3.662656844285106,0.0,2.0,0.0,0.43888888888888794
279,16680.0,4.633333333333334,-0.1666666666666666,3.6634516695210273,0.0,2.0,0.0,0.44166666666666576
280,16740.0,4.65,-0.1666666666666666,3.6642466012846007,0.0,2.0,0.0,0.44444444444444353
281,16800.0,4.666666666666667,-0.1666666666666666,3.6650415942289913,0.0,2.0,0.0,0.4472222222222213
