Time [s],Time [h],Current [A],Voltage [V],Cycle,Step
0.0,0.0,0.0,2.898661155056284,0.0,0.0
60.0,0.016666666666666666,0.0,2.900420540769303,0.0,0.0
120.0,0.03333333333333333,0.0,2.9019099303924545,0.0,0.0
180.0,0.05,0.0,2.9031713548673346,0.0,0.0
240.0,0.06666666666666667,0.0,2.904239443628968,0.0,0.0
300.0,0.08333333333333333,0.0,2.9051450336769844,0.0,0.0
360.0,0.1,0.0,2.9059148386724254,0.0,0.0
420.0,0.11666666666666667,0.0,2.9065702156770112,0.0,0.0
480.0,0.13333333333333333,0.0,2.907128060504878,0.0,0.0
540.0,0.15,0.0,2.9076029716568677,0.0,0.0
600.0,0.16666666666666666,0.0,2.9080078503948372,0.0,0.0
660.0,0.18333333333333332,0.0,2.9083533800659476,0.0,0.0
720.0,0.2,0.0,2.908647852304046,0.0,0.0
780.0,0.21666666666666667,0.0,2.908898495324052,0.0,0.0
840.0,0.23333333333333334,0.0,2.9091121065345,0.0,0.0
900.0,0.25,0.0,2.9092943170161796,0.0,0.0
960.0,0.26666666666666666,0.0,2.9094495782802943,0.0,0.0
1020.0,0.2833333333333333,0.0,2.9095821963423876,0.0,0.0
1080.0,0.3,0.0,2.9096956710112387,0.0,0.0
1140.0,0.31666666666666665,0.0,2.9097910571042993,0.0,0.0
1200.0,0.3333333333333333,0.0,2.9098721555365623,0.0,0.0
1260.0,0.35,0.0,2.9099423690975907,0.0,0.0
1320.0,0.36666666666666664,0.0,2.910004193443556,0.0,0.0
1380.0,0.38333333333333336,0.0,2.9100574672109407,0.0,0.0
1440.0,0.4,0.0,2.910103370553615,0.0,0.0
1500.0,0.4166666666666667,0.0,2.910142984663672,0.0,0.0
1560.0,0.43333333333333335,0.0,2.9101770060606835,0.0,0.0
1620.0,0.45,0.0,2.910205697074107,0.0,0.0
1680.0,0.4666666666666667,0.0,2.910229295486303,0.0,0.0
1740.0,0.48333333333333334,0.0,2.9102487875396754,0.0,0.0
1800.0,0.5,0.0,2.91026567864199,0.0,0.0
1860.0,0.5166666666666667,0.0,2.910280351654807,0.0,0.0
1920.0,0.5333333333333333,0.0,2.9102934442777335,0.0,0.0
1980.0,0.55,0.0,2.9103050578441803,0.0,0.0
2040.0,0.5666666666666667,0.0,2.9103153439596685,0.0,0.0
2100.0,0.5833333333333334,0.0,2.910324265934878,0.0,0.0
2160.0,0.6,0.0,2.910331853632276,0.0,0.0
2220.0,0.6166666666666667,0.0,2.9103381868116984,0.0,0.0
2280.0,0.6333333333333333,0.0,2.9103434401372263,0.0,0.0
