,time,Time(h),current,voltage,Cycle, step,disAh,chgAh
0,0.0,0.0,-5.0,3.1042291972675926,0.0,1.0,0.0,0.0
1,60.0,0.0166666666666666,-5.0,3.725027368971781,0.0,1.0,0.0,0.08333333333333301
2,120.0,0.0333333333333333,-5.0,3.745431386251017,0.0,1.0,0.0,0.1666666666666665
3,180.0,0.05,-5.0,3.7641594782174383,0.0,1.0,0.0,0.25
4,240.0,0.0666666666666666,-5.0,3.7839547277567407,0.0,1.0,0.0,0.333333333333333
5,300.0,0.0833333333333333,-5.0,3.802352323236964,0.0,1.0,0.0,0.4166666666666665
6,360.0,0.1,-5.0,3.815775788041415,0.0,1.0,0.0,0.5
7,420.0,0.1166666666666666,-5.0,3.825319397335156,0.0,1.0,0.0,0.5833333333333329
8,480.0,0.1333333333333333,-5.0,3.8333868822772383,0.0,1.0,0.0,0.6666666666666664
9,540.0,0.15,-5.0,3.840394985119847,0.0,1.0,0.0,0.7499999999999999
10,600.0,0.1666666666666666,-5.0,3.8471276022765264,0.0,1.0,0.0,0.8333333333333329
11,660.0,0.1833333333333333,-5.0,3.8546291057014,0.0,1.0,0.0,0.9166666666666664
12,720.0,0.2,-5.0,3.8624684025461646,0.0,1.0,0.0,1.0
13,780.0,0.2166666666666666,-5.0,3.870341545451745,0.0,1.0,0.0,1.0833333333333328
14,840.0,0.2333333333333333,-5.0,3.878125411156248,0.0,1.0,0.0,1.1666666666666665
15,900.0,0.25,-5.0,3.885835230146282,0.0,1.0,0.0,1.25
16,960.0,0.2666666666666666,-5.0,3.893478122792949,0.0,1.0,0.0,1.333333333333333
17,1020.0,0.2833333333333333,-5.0,3.9010903101628895,0.0,1.0,0.0,1.4166666666666665
18,1080.0,0.3,-5.0,3.90875953965283,0.0,1.0,0.0,1.4999999999999998
19,1140.0,0.3166666666666666,-5.0,3.916520972977334,0.0,1.0,0.0,1.5833333333333328
20,1200.0,0.3333333333333333,-5.0,3.924376745021605,0.0,1.0,0.0,1.6666666666666665
21,1260.0,0.35,-5.0,3.932370233748305,0.0,1.0,0.0,1.7499999999999998
22,1320.0,0.3666666666666666,-5.0,3.940518216620469,0.0,1.0,0.0,1.8333333333333328
23,1380.0,0.3833333333333333,-5.0,3.948833279402001,0.0,1.0,0.0,1.9166666666666665
24,1440.0,0.4,-5.0,3.9573355914154376,0.0,1.0,0.0,2.0
25,1500.0,0.4166666666666667,-5.0,3.966046459181935,0.0,1.0,0.0,2.0833333333333335
26,1560.0,0.4333333333333333,-5.0,3.974983560947779,0.0,1.0,0.0,2.1666666666666665
27,1620.0,0.45,-5.0,3.984168039265045,0.0,1.0,0.0,2.25
28,1680.0,0.4666666666666667,-5.0,3.9936348618831854,0.0,1.0,0.0,2.3333333333333335
29,1740.0,0.4833333333333333,-5.0,4.0034360679962,0.0,1.0,0.0,2.4166666666666665
30,1800.0,0.5,-5.0,4.013684725859898,0.0,1.0,0.0,2.5
31,1860.0,0.5166666666666667,-5.0,4.0245744898546745,0.0,1.0,0.0,2.5833333333333335
32,1920.0,0.5333333333333333,-5.0,4.035920700083709,0.0,1.0,0.0,2.6666666666666665
33,1980.0,0.55,-5.0,4.047251598492563,0.0,1.0,0.0,2.75
34,2040.0,0.5666666666666667,-5.0,4.058526734888459,0.0,1.0,0.0,2.833333333333333
35,2100.0,0.5833333333333334,-5.0,4.069828702670413,0.0,1.0,0.0,2.9166666666666665
36,2160.0,0.6,-5.0,4.081235499135236,0.0,1.0,0.0,2.9999999999999996
37,2220.0,0.6166666666666667,-5.0,4.092807023034613,0.0,1.0,0.0,3.083333333333333
38,2280.0,0.6333333333333333,-5.0,4.1045956478918,0.0,1.0,0.0,3.166666666666666
39,2340.0,0.65,-5.0,4.116637793061985,0.0,1.0,0.0,3.2499999999999996
40,2400.0,0.6666666666666666,-5.0,4.128959891530081,0.0,1.0,0.0,3.3333333333333326
41,2460.0,0.6833333333333333,-5.0,4.141578818083326,0.0,1.0,0.0,3.416666666666666
42,2520.0,0.7,-5.0,4.154510166122837,0.0,1.0,0.0,3.499999999999999
43,2580.0,0.7166666666666667,-5.0,4.167767277749458,0.0,1.0,0.0,3.5833333333333326
44,2640.0,0.7333333333333333,-5.0,4.181366538023188,0.0,1.0,0.0,3.6666666666666656
45,2700.0,0.75,-5.0,4.195328085019444,0.0,1.0,0.0,3.749999999999999
46,2719.681984881237,0.755467218022566,-5.0,4.19999,0.0,1.0,0.0,3.7773360901128292
47,2719.681984882237,0.7554672180228438,-5.000383099178878,4.199999999999999,0.0,2.0,0.0,3.7773360901142183
48,2779.681984881237,0.7721338846892326,-4.636246016333704,4.199999999999999,0.0,2.0,0.0,3.8546068570518255
49,2839.681984881237,0.7888005513558993,-4.351626125460771,4.199999999999999,0.0,2.0,0.0,3.9271339591428385
50,2899.681984881237,0.8054672180225659,-4.100708992781898,4.2,0.0,2.0,0.0,3.9954791090225363
51,2959.681984881237,0.8221338846892327,-3.8730293924420103,4.200000000000001,0.0,2.0,0.0,4.06002959889657
52,3019.681984881237,0.8388005513558993,-3.6634655432988334,4.199999999999999,0.0,2.0,0.0,4.12108735795155
53,3079.681984881237,0.855467218022566,-3.468922997958235,4.199999999999999,0.0,2.0,0.0,4.178902741250854
