,Step_Time(s),Time(h),Current(A),Voltage(V),Cycle,Step_Index,Discharge_Capacity(Ah),Charge_Capacity(Ah)
110,6600.0,1.8333333333333333,0.0,3.2005964579736745,0.0,1.0,0.0,-0.0
111,6660.0,1.85,0.0,3.2005962770865843,0.0,1.0,0.0,-0.0
112,6720.0,1.8666666666666667,0.0,3.2005960961840847,0.0,1.0,0.0,-0.0
113,6780.0,1.8833333333333333,0.0,3.2005959152287344,0.0,1.0,0.0,-0.0
114,6840.0,1.9,0.0,3.2005957342732283,0.0,1.0,0.0,-0.0
115,6900.0,1.9166666666666667,0.0,3.200595553317568,0.0,1.0,0.0,-0.0
116,6960.0,1.9333333333333331,0.0,3.20059537236175,0.0,1.0,0.0,-0.0
117,7020.0,1.95,0.0,3.200595191405778,0.0,1.0,0.0,-0.0
118,7080.0,1.9666666666666663,0.0,3.2005950104305128,0.0,1.0,0.0,-0.0
119,7140.0,1.9833333333333332,0.0,3.200594829447298,0.0,1.0,0.0,-0.0
120,7200.0,2.0,0.0,3.2005946484639285,0.0,1.0,0.0,-0.0
121,7200.000000001,2.000000000000278,0.1666666666666666,3.1841348391457363,0.0,2.0,0.0027777777777777657,0.0
122,7260.0,2.0166666666666666,0.1666666666666666,3.1140905950312625,0.0,2.0,0.0055555555555555315,0.0
123,7320.0,2.033333333333333,0.1666666666666666,3.061830369005269,0.0,2.0,0.008333333333333297,0.0
124,7380.0,2.05,0.1666666666666666,3.001274853226329,0.0,2.0,0.011111111111111063,0.0
125,7381.120326430011,2.0503112017861143,0.1666666666666666,3.0000101674025523,0.0,2.0,0.01388888888888883,0.0
126,7381.120326431012,2.0503112017863923,0.0,3.0226697925731307,0.0,3.0,0.01388888888888883,0.0
127,7441.120326430011,2.066977868452781,0.0,3.107971174668705,0.0,3.0,0.01388888888888883,0.0
128,7501.120326430011,2.0836445351194475,0.0,3.124731943719679,0.0,3.0,0.01388888888888883,0.0
129,7561.120326430011,2.100311201786114,0.0,3.1332911709753235,0.0,3.0,0.01388888888888883,0.0
130,7621.120326430011,2.1169778684527807,0.0,3.138637285601827,0.0,3.0,0.01388888888888883,0.0
131,7681.120326430011,2.133644535119448,0.0,3.142345251706431,0.0,3.0,0.01388888888888883,0.0
132,7741.120326430011,2.1503112017861143,0.0,3.145069973479735,0.0,3.0,0.01388888888888883,0.0
133,7801.120326430011,2.166977868452781,0.0,3.147160548627737,0.0,3.0,0.01388888888888883,0.0
134,7861.120326430011,2.183644535119448,0.0,3.148806985697699,0.0,3.0,0.01388888888888883,0.0
135,7921.120326430011,2.200311201786114,0.0,3.1501283818075345,0.0,3.0,0.01388888888888883,0.0
136,7981.120326430011,2.2169778684527808,0.0,3.151204266296734,0.0,3.0,0.01388888888888883,0.0
137,8041.120326430011,2.2336445351194474,0.0,3.152067343303393,0.0,3.0,0.01388888888888883,0.0
138,8101.120326430011,2.250311201786114,0.0,3.1528023678815407,0.0,3.0,0.01388888888888883,0.0
139,8161.120326430011,2.266977868452781,0.0,3.15342312792769,0.0,3.0,0.01388888888888883,0.0
140,8221.120326430011,2.283644535119448,0.0,3.153947321957826,0.0,3.0,0.01388888888888883,0.0
141,8281.120326430011,2.3003112017861143,0.0,3.1543850502078667,0.0,3.0,0.01388888888888883,0.0
