, time, Time(h), current, voltage,Cycle, step, disAh, chgAh
0,0.0,0.0,0.0,3.5958521701091275,0.0,1.0,0.0,0.0
1,60.0,0.0166666666666666,0.0,3.5858529436414166,0.0,1.0,0.0,0.0
2,120.0,0.0333333333333333,0.0,3.585517537358422,0.0,1.0,0.0,0.0
3,180.0,0.05,0.0,3.5855008574555547,0.0,1.0,0.0,0.0
4,240.0,0.0666666666666666,0.0,3.585500011104005,0.0,1.0,0.0,0.0
5,300.0,0.0833333333333333,0.0,3.585499887981973,0.0,1.0,0.0,0.0
6,360.0,0.1,0.0,3.585499812780512,0.0,1.0,0.0,0.0
7,420.0,0.1166666666666666,0.0,3.585499750678248,0.0,1.0,0.0,0.0
8,480.0,0.1333333333333333,0.0,3.58549969817057,0.0,1.0,0.0,0.0
9,540.0,0.15,0.0,3.5854996534159924,0.0,1.0,0.0,0.0
10,600.0,0.1666666666666666,0.0,3.585499615067083,0.0,1.0,0.0,0.0
11,660.0,0.1833333333333333,0.0,3.5854995820843816,0.0,1.0,0.0,0.0
12,720.0,0.2,0.0,3.585499553643234,0.0,1.0,0.0,0.0
13,780.0,0.2166666666666666,0.0,3.5854995290744736,0.0,1.0,0.0,0.0
14,840.0,0.2333333333333333,0.0,3.5854995078241045,0.0,1.0,0.0,0.0
15,900.0,0.25,0.0,3.5854994894284964,0.0,1.0,0.0,0.0
16,960.0,0.2666666666666666,0.0,3.585499473495537,0.0,1.0,0.0,0.0
17,1020.0,0.2833333333333333,0.0,3.585499459691079,0.0,1.0,0.0,0.0
18,1080.0,0.3,0.0,3.5854994477287137,0.0,1.0,0.0,0.0
19,1140.0,0.3166666666666666,0.0,3.5854994373619253,0.0,1.0,0.0,0.0
20,1200.0,0.3333333333333333,0.0,3.585499428377769,0.0,1.0,0.0,0.0
21,1260.0,0.35,0.0,3.585499420592292,0.0,1.0,0.0,0.0
22,1320.0,0.3666666666666666,0.0,3.585499413883648,0.0,1.0,0.0,0.0
23,1380.0,0.3833333333333333,0.0,3.585499408067816,0.0,1.0,0.0,0.0
24,1440.0,0.4,0.0,3.585499403026465,0.0,1.0,0.0,0.0
25,1500.0,0.4166666666666667,0.0,3.585499398656868,0.0,1.0,0.0,0.0
26,1560.0,0.4333333333333333,0.0,3.5854993948698453,0.0,1.0,0.0,0.0
27,1620.0,0.45,0.0,3.5854993915849267,0.0,1.0,0.0,0.0
28,1680.0,0.4666666666666667,0.0,3.5854993887333606,0.0,1.0,0.0,0.0
29,1740.0,0.4833333333333333,0.0,3.5854993862583053,0.0,1.0,0.0,0.0
30,1800.0,0.5,0.0,3.5854993841103213,0.0,1.0,0.0,0.0
31,1860.0,0.5166666666666667,0.0,3.5854993822464163,0.0,1.0,0.0,0.0
32,1920.0,0.5333333333333333,0.0,3.5854993806292126,0.0,1.0,0.0,0.0
33,1980.0,0.55,0.0,3.5854993792262206,0.0,1.0,0.0,0.0
34,2040.0,0.5666666666666667,0.0,3.5854993780092057,0.0,1.0,0.0,0.0
35,2100.0,0.5833333333333334,0.0,3.585499376953792,0.0,1.0,0.0,0.0
36,2160.0,0.6,0.0,3.585499376037909,0.0,1.0,0.0,0.0
37,2220.0,0.6166666666666667,0.0,3.5854993752431383,0.0,1.0,0.0,0.0
38,2280.0,0.6333333333333333,0.0,3.5854993745534856,0.0,1.0,0.0,0.0
39,2340.0,0.65,0.0,3.585499373955063,0.0,1.0,0.0,0.0
40,2400.0,0.6666666666666666,0.0,3.5854993734358147,0.0,1.0,0.0,0.0
41,2460.0,0.6833333333333333,0.0,3.5854993729852738,0.0,1.0,0.0,0.0
42,2520.0,0.7,0.0,3.585499372594357,0.0,1.0,0.0,0.0
43,2580.0,0.7166666666666667,0.0,3.585499372255179,0.0,1.0,0.0,0.0
44,2640.0,0.7333333333333333,0.0,3.5854993719608954,0.0,1.0,0.0,0.0
45,2700.0,0.75,0.0,3.585499371705567,0.0,1.0,0.0,0.0
46,2760.0,0.7666666666666667,0.0,3.5854993714840395,0.0,1.0,0.0,0.0
47,2820.0,0.7833333333333333,0.0,3.58549937129184,0.0,1.0,0.0,0.0
48,2880.0,0.8,0.0,3.5854993711250875,0.0,1.0,0.0,0.0
49,2940.0,0.8166666666666667,0.0,3.585499370980413,0.0,1.0,0.0,0.0
50,3000.0,0.8333333333333334,0.0,3.585499370854895,0.0,1.0,0.0,0.0
51,3060.0,0.85,0.0,3.585499370745997,0.0,1.0,0.0,0.0
52,3120.0,0.8666666666666667,0.0,3.5854993706515184,0.0,1.0,0.0,0.0
53,3180.0,0.8833333333333333,0.0,3.585499370569552,0.0,1.0,0.0,0.0
54,3240.0,0.9,0.0,3.5854993704984377,0.0,1.0,0.0,0.0
55,3300.0,0.9166666666666666,0.0,3.585499370436742,0.0,1.0,0.0,0.0
56,3360.0,0.9333333333333332,0.0,3.5854993703832165,0.0,1.0,0.0,0.0
57,3420.0,0.95,0.0,3.58549937033678,0.0,1.0,0.0,0.0
58,3480.0,0.9666666666666668,0.0,3.585499370296492,0.0,1.0,0.0,0.0
59,3540.0,0.9833333333333332,0.0,3.58549937026154,0.0,1.0,0.0,0.0
60,3600.0,1.0,0.0,3.5854993702312163,0.0,1.0,0.0,0.0
61,3600.000000001,1.0000000000002778,2.3,3.498894893140299,0.0,2.0,6.388889417507925e-13,0.0
62,3660.0,1.0166666666666666,2.3,3.25625128098692,0.0,2.0,0.0383333333333332,0.0
63,3720.0,1.0333333333333334,2.3,3.240503614354993,0.0,2.0,0.07666666666666691,0.0
64,3780.0,1.05,2.3,3.238469461377373,0.0,2.0,0.1150000000000001,0.0
65,3840.0,1.0666666666666669,2.3,3.238105177182239,0.0,2.0,0.15333333333333382,0.0
66,3900.0,1.0833333333333333,2.3,3.236773353797698,0.0,2.0,0.1916666666666665,0.0
67,3900.000000001,1.083333333333611,0.0334312,3.3077549137417184,1.0,1.0,0.1916666666666758,0.0
68,3901.0,1.083611111111111,0.0334312,3.308262810821459,1.0,1.0,0.19167595311111096,0.0
69,3902.0,1.083888888888889,0.0334312,3.308690080331445,1.0,1.0,0.19168523955555541,0.0
70,3903.0,1.0841666666666667,0.0334312,3.309060193804505,1.0,1.0,0.19169452599999987,0.0
71,3904.0,1.0844444444444443,0.0334312,3.3093845628068985,1.0,1.0,0.19170381244444432,0.0
72,3905.0,1.084722222222222,0.0334312,3.3096710588736977,1.0,1.0,0.19171309888888877,0.0
73,3906.0,1.085,0.0334312,3.30992579902977,1.0,1.0,0.19172238533333322,0.0
74,3907.0,1.0852777777777778,0.0334312,3.310153685093691,1.0,1.0,0.19173167177777767,0.0
75,3908.0,1.0855555555555556,0.0334312,3.3103585967555507,1.0,1.0,0.19174095822222212,0.0
76,3909.0,1.0858333333333334,0.0334312,3.310543662772014,1.0,1.0,0.19175024466666657,0.0
77,3910.0,1.086111111111111,0.0334312,3.310711459272311,1.0,1.0,0.19175953111111102,0.0
78,3911.0,1.0863888888888888,0.0334312,3.3108641366303324,1.0,1.0,0.19176881755555547,0.0
79,3912.0,1.086666666666667,0.0334312,3.3110035016414523,1.0,1.0,0.19177810399999992,0.0
80,3913.0,1.0869444444444445,0.0334312,3.311131078239614,1.0,1.0,0.19178739044444437,0.0
81,3914.0,1.0872222222222223,0.0334312,3.3112481720802074,1.0,1.0,0.19179667688888882,0.0
82,3915.0,1.0875,0.0334312,3.311355871410946,1.0,1.0,0.19180596333333327,0.0
83,3916.0,1.0877777777777775,0.0334312,3.311455149125429,1.0,1.0,0.19181524977777772,0.0
84,3917.0,1.0880555555555556,0.0334312,3.311546797970764,1.0,1.0,0.19182453622222218,0.0
85,3918.0,1.0883333333333334,0.0334312,3.311631559268461,1.0,1.0,0.19183382266666663,0.0
86,3919.0,1.0886111111111112,0.0334312,3.311710039570777,1.0,1.0,0.19184310911111108,0.0
87,3920.0,1.0888888888888888,0.0334312,3.311782794002806,1.0,1.0,0.19185239555555553,0.0
88,3921.0,1.0891666666666666,0.42053,3.2962079160318054,1.0,1.0,0.19196920944444443,0.0
89,3922.0,1.0894444444444444,1.21187,3.268062254072737,1.0,1.0,0.19230584000000003,0.0
